Image_File,Image_Text,IsSpam
../Data/Processed\Dredze Spam\1713.jpg,FARM ‘Stx  DOWNLOAD MOVIE 5 i  ,Spam
../Data/Processed\Dredze Spam\1714.jpg,Shirley has a killer body don't you think? She's one of those white babes that a brother sees and he knows he wants to get  down her pants! She was very accepting of  od the black dick in every one of her tiny ittle holes She also opened her throat rice and wide for the cock to side down the back!  ,Spam
../Data/Processed\Dredze Spam\1715.jpg,STAR PETROLEUM CORP - (SPMP) THIS STOCK IS UNDISCOVERED STOCK GEM  SPMP- is our NEXT HOT PICK which we feel is most undervalued  stack we have ever featured and shauld aut perform all ather picks This year based on their sales figures incredibly solid numbers:  STAR PETROLEUM CORP. (SPMP) ‘Oil and Gas sector Current Price: $0.05  Short Term Price Target: $0.20  Long Term Price Target: $0.40  400% profit potertial short term  HUGE NEWS released MUST READ ACT NOW  Star Petroleum Corp.: Company Engages Energy Advisors  On behalf of Star Petroleum Corp. (SPMP - News; )President Rod Burns P. Eng. reports that as part of the Company's ongoing development interest in a new catalytic cracking technology the Company has recently received confirmation of successful field tests of the catalytic cracking unit currently in its latter stages of develapment. Catalyst was successfully run through the unit and an on-site field test was able to produce gasoline as the end product. This represents a significant step in the process leading to the commercial availability of the technology. Ongoing testing in Utah will enable  ‘The company to better define the next stages of development  About star Petroleum Corp  The Company is currently acquiring and venturing within the Oil and Gas sector. The initial focus and develapment will be on lower risk high quality prospects which will provide the Company with a higher probability of success.  Watch this One Trade Tomorrow! SPMP! ,Spam
../Data/Processed\Dredze Spam\1716.jpg,TMINE-RE - TH TER  @ ~ Valium y Tramadol care  30x 10mg Tablets 30x 50mg Tablets ONLY $69.95 onty $69.95  eu *Cialis “ye ~ Viagra 10x20mgTanlets 10x 100mg Tablets ony $89.95 onty $69.95  ‘ae ~ Phentermine ony$69.95  And much more packages well below 10081 Click Here For More Meds  ,Spam
../Data/Processed\Dredze Spam\1717.jpg,A Golden Rolex is forever. We have the perfect replicas of Golden Rolex. Dozens of Rolex models. Thousands of other watches.  25% OFF WHEN YOU BUY 2 OR MORE!  BROWSE OR CATALOFI ,Spam
../Data/Processed\Dredze Spam\1718.jpg,NASDAQ Alert - HWSV - HOT stock for your attention Our last stock-pick moved from 65 cents to 1.32 and its stil at 1.32  For the next hig stack-pick read - Below  Get HWSV First Thing Tuesday This Is Going To Explode next 2-6 days  -+24>4> Company Profile #4545 HOME WARRANTY SERVICE (HWSV) Current Price: 0.73 Get it NOW!  We expect the price to go to $0.85 in next 2-3 days ‘We expect the price to go to $0.92 in next 2 weeks  papd aed:  How many times have you seen good stocks butyou couldnt get your hands ‘on them in the right moment? We are alerting you to a special company with unique product that is set to be profiled by many newsletters in the  next 2 ta 7 days  + this is your chance to get in!  Before we start with the profile of HWSV we would like to mention something very important: There is a Big PR Campaign starting on Friday and it will go all week so it would he bestto get in NOW  =4>454> Company Profile +>-4>4> Does it Sound New and Exciting to You? ‘Watch This One Trade Tuesday.  HOME WARRANTY SERVICE - Stock Symbol: HWSV  ‘Watch out the stock go crazy on Tuesday morning Current Price: 0.73  HUGE NEWS released MUST READ ACT NOW  Home Warranty Services of America Inc. a Nevada Corporation is capitalizing  on its exclusive relationship with a national mortgage partner to sell home warran Our mortgage partner provides an exclusive sales channel locally representing over 2000 transaction sides per month in the greater Phoenix area. This exclusive offering  ‘will enable H&A to meet its sales projections for the coming years.  HSA is in discussions with owners of related service companies following its strategy for non-organic growth through acquisitions of like service companies. HSA will continue to realize strong growth as these relationships mature and our  market share grows.  With real estate data showing 28 percent arowth from 2003 to 2004 for re-sale home closings HSA and it's pariners are poised to service a high volume of  ‘warranty customers.  The nation’s top three home warranty providers are all reporting double-digit increases n their business from 2003 to 2004. The trend for 2006 is already showing upward movernent fram 2004 revenues. The greater Phoenix area represents approximately  35 to 40 million dollars in home warranty sales revenue annually. The current market penetration is less than 20 percent of the available hame warranty sales  Using our Phoeni-based operations as a blueprint HSA will expand into Colorado  New Mexico Texas Florida and California where aur licensing model is already permitted  ‘Why HSV?  ‘The home warranty market is experiencing positive growth in Arizona  = What was once only the realm of insurance companies home warranty providers are a growing business in the US.  = Major players are now found in the mortgageflender and private sectors as well  Arizona and specifically Maricopa County is a market that has not reached capacity  “In Arizona home warranty companies aren't required ta renart their sales to the state. But anecdotal evidence and company records indicate that warranty sales are at  their highest”  “The contracts provide peace of mind and budget protection for consumers espectally firsttime buyers according ta industry experts  ‘Watch This Stock Trade Tuesday and Good Luck  Conelusion: ‘The Examples Above Show The Awesome Earning Potential of Little Known Companies ‘That Explode Onto Investor's Radar Screens; Many of You Are Already Familiar with This Is HWSV Poised and Positioned to Da that Far Yau? Then You May Fee!  the Time Has Came to Act...And Please  Watch this One Trade Tuesday! Ga HWSV.  Penny stocks are considered highly speculative and may be unsuitable forall but very aggressive investors. This Profil isnot in any way afilated wth the featured company. ‘We were compensated 2000 dolar to ditrbute this report This repo is for  ,Spam
../Data/Processed\Dredze Spam\1719.jpg,our TUAERA se made  ,Spam
../Data/Processed\Dredze Spam\1720.jpg,Abazias Completes First Traunche of Funding  75% Off Diamond Rings ‘Whokesake Pricing No Tax Free Shipping except for FI. & 30 day return no questions asked!  Abazias Inc.  ABZS.OB Fist togo public andthe lagest online pirveyor of loose diamonds on the web. Congratulations! ‘bazias Diamonds Ends Quarter with 89% Inevease in Sales and Cash Flow Positive Diambinds are a gisls hest friend expecially when you can design your own engagement ring and pay ‘wholesale too! Guys? Didyou hear that? Wholerale? Design your own 2ing? Does it get any better than this? Vow trading at just 9 cents! We believe this is a company that wont be flying wider the Wall St radars for long. Wiay you ak?  1 Abazis database of 60000 diamonds is among the lagest certified loose digmond databases in existence and is valued at over $350 million  2._Abazias Internet diamond business had sales of $2.06 million in 2004 with an inerase in gross profit of neanly 140 pencent fiom 2003 thefist year the company went public (ABZS.OB).  3. Online jewely sles ae expected to hit $28 billion this year up fiom $2 billion lst year accowding to Forester Reseanch  4 How safe ist to onder diamonds online fiom Abazias “ne? Abasias scored a perfect 100% fromthe Salle Shopping Network. The scores were based on safety wabilty and performance an overall 100%  5. Absazias Ine. has created strong customer following based on customer service and site innovations that let shoppers create thei Gwm jevelry. In addition to delivering quality diamonds at wholesale prices Abazias Ine. is  abo afill- service jeweler ofTeving a lage selection of stings for stonas puclased. Every diamond purchase has a 10-day no questions asked retum policy for 100% of purchase price!  Conchasion ‘An inmovetex Abazias Tas teen a pat ofthe onde diamond industry a a publie company sinee October 2008 Setting the pace for lager etities ach as Blue Nile. Abasias.com has surpassed its competitors by offering moze diamonds competitive prea and exceptional customer service to succeed The company has also iiavigated their ‘way into the marketplace by creating strategic alliances Hnough promotions with well Inown consumer Publications uch ar Men's itness and Lucky Magazine  [Ble Nike tiades over $33.00 Abarias trades currendly at 9 cents ‘Where do you think the higgsst hang for your buds?  Chart this company. Youvill see what we Saw. Yourbest opportunity is fight now. YOU need to watch this one closely. It just might be ourbest pick ever.  PS. Dont forget the holiday season is approaching Check out the Mbazas site by goirg to yaloo ox any financial site The web addners wil he sted in all press leases ,Spam
../Data/Processed\Dredze Spam\1721.jpg,NO PRESCRIPTION! 80% OFF! @. we ad ee gp —_ i)  u thas  SPECIAL BULK PRICES! SAVE! CLICK HERE AND ORDER!  ,Spam
../Data/Processed\Dredze Spam\1722.jpg,2 our members are already celebrating the success of our last winner which we gave you at §2.75 and novi is $6.50. Our opinions you aint  2 seen nothing yet and we now have a litle dip. 3: Is this an opnortunty for sarne of you who missed it fst time around?  5 EXPLOSIVE PICK FOR OUR MEMBERS RIDE THE STAIRWAY TO HEAVEN!  “@ Date: 14 Nov 2005 Company Name: m-Wise  Stock Name: MWIS.OB  3 Price: $0.17  Short Term Target: $0.50 - 0.60  3 12month Target: $4 (1!!)  2 About m-Wise  Founded in February 2000 m.Wise has rapidly established tse asa leacing F ohmclogy pede th tee ete See Delivery Pfr sl ested value-added data engines fer Mable Operators Wireless ASPs and large content and media providers.  in areas as diverse as content management and delivery nfctainment mobile ff ganing ert mobiecommunty sere.  : GET MWIS FIRST THING MONDAY THIS IS GOING TO i EXPLODE IN THE NEXT 2-5 DAYS WE BELIEVE  ,Spam
../Data/Processed\Dredze Spam\1723.jpg,“7s Womens Oyster with Diamonds  1 U  100% Perfect Replica ME - 25% OFF when you order 2 ox moze!  \  eee Worldwide Shipping Le "OLICK HERE AND PICK YOURS!  ,Spam
../Data/Processed\Dredze Spam\1724.jpg,er de ee nn ee Ree ee y UP (114.2994) in 1 Day |  Here Is Your Chance To Get In Ride The Wave l! UP AGAIN TODAY 114.29%  Symbol: MBAP_PK Price: 015  Watch this one like @ hawk! Could we ask forme thanwe got lastnight?  NEWS RELEASE TODAY FOR TOMORROW'S TRADING:  Mobile Assets announces revolutionary new product strategy Thutstay December 1 4:00 pn ET LAS VEGAS NV Dec’ 1 /PRNewswire-Firsiall- Mobile Assets Corp (MBAP: OTCPIQ announced today atthe conclusion of its annual strategy review that it ‘will contre its primary commitment to developing predictive infeligence anplcations and add a new complementary technology initiative that may revolutionize the motile communications industry. Ta he branded ‘MB3 itis a new inexpensive and easy o use communication technology that gives smal and mid size businesses realtime 2 way information exchange... any time anywhere and on any mobile device MB3 which stands for Mobile Business Building Blocks’ is a porfalo of hhardwate sofware and anpication suppor that enables smal and medium businesses independence from the rajor phone companies. With MBS a business can operate as thelr ov phone campary ina mabile to mobile world exchanging personalized information with their customers on a 247 basis. | MB3 is an inexpensive technology option wth far teaching implications in motile communications Mabile Assels President and CEO Peter Zmudzki commented: "We believe that MB3 may he the frst step in a new glatal communication solutions economy. In many ways this is a business opportunity that mirrors the original growth potential | | |  ofthe Internet MB3 will be made available thraugh Mobile Assets and its strategic technology partners to the private and business communities. This Unique technology allows users to develop their awn applications that were previously only available to large communication companies and specialty software development providers. People will be able to create unique communications solutions for themselves and then provide these anplications and services to their customers and other parties in their market sector. We are very excited about MB3."  Concusion $ GET INNOWI You know the old saying buy he rumor and selon the news Shoe te news i otis tme fo get ready for nex ral. JUST DO YOURSELF  | AFAVOR AND WATCH MBAP again FRIDAY MORNING and DON'T SAY WE DIONT TELL YOU  et  ,Spam
